"Response.No","Tab.No","Survey.Date","Survey Start Date","Survey End Date","AC Name","Mandal Name","Village Name","no_data_flag"
4317,483,2015-06-28,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
4850,483,2015-07-04,"2015-07-03","2015-07-06","Jaggaiahpeta","Penuganchiprolu","Konakanchi",0
4961,483,2015-06-01,"2015-05-31","2015-06-04","Jaggaiahpeta","Penuganchiprolu","venkatapuram",0
5877,483,2015-06-15,"2015-06-09","2015-06-20","Jaggaiahpeta","Penuganchiprolu","Gummadiduru",0
5877,483,2015-06-15,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
6120,483,2015-05-27,"2015-05-23","2015-05-29","Jaggaiahpeta","Penuganchiprolu","Subbayamgudam",0
6762,483,2015-05-27,"2015-05-23","2015-05-29","Jaggaiahpeta","Penuganchiprolu","Subbayamgudam",0
6881,483,2015-06-13,"2015-06-09","2015-06-20","Jaggaiahpeta","Penuganchiprolu","Gummadiduru",0
6881,483,2015-06-13,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
8229,483,2015-06-12,"2015-06-09","2015-06-20","Jaggaiahpeta","Penuganchiprolu","Gummadiduru",0
8229,483,2015-06-12,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
8517,483,2015-06-02,"2015-05-31","2015-06-04","Jaggaiahpeta","Penuganchiprolu","venkatapuram",0
8701,483,2015-06-23,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
9060,483,2015-06-12,"2015-06-09","2015-06-20","Jaggaiahpeta","Penuganchiprolu","Gummadiduru",0
9060,483,2015-06-12,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
9406,483,2015-05-27,"2015-05-23","2015-05-29","Jaggaiahpeta","Penuganchiprolu","Subbayamgudam",0
9551,483,2015-06-11,"2015-06-09","2015-06-20","Jaggaiahpeta","Penuganchiprolu","Gummadiduru",0
9551,483,2015-06-11,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
10228,483,2015-06-13,"2015-06-09","2015-06-20","Jaggaiahpeta","Penuganchiprolu","Gummadiduru",0
10228,483,2015-06-13,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
10280,483,2015-06-11,"2015-06-09","2015-06-20","Jaggaiahpeta","Penuganchiprolu","Gummadiduru",0
10280,483,2015-06-11,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
10643,483,2015-06-20,"2015-06-09","2015-06-20","Jaggaiahpeta","Penuganchiprolu","Gummadiduru",0
10643,483,2015-06-20,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
10709,483,2015-07-16,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
11827,483,2015-06-01,"2015-05-31","2015-06-04","Jaggaiahpeta","Penuganchiprolu","venkatapuram",0
11937,483,2015-06-27,"2015-06-26","2015-06-30","Jaggaiahpeta","Penuganchiprolu","Nawabpeta",0
11937,483,2015-06-27,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
12463,483,2015-06-12,"2015-06-09","2015-06-20","Jaggaiahpeta","Penuganchiprolu","Gummadiduru",0
12463,483,2015-06-12,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
12843,483,2015-06-22,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
13766,483,2015-06-01,"2015-05-31","2015-06-04","Jaggaiahpeta","Penuganchiprolu","venkatapuram",0
13776,483,2015-07-06,"2015-07-03","2015-07-06","Jaggaiahpeta","Penuganchiprolu","Konakanchi",0
13984,483,2015-06-23,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
14048,483,2015-06-15,"2015-06-09","2015-06-20","Jaggaiahpeta","Penuganchiprolu","Gummadiduru",0
14048,483,2015-06-15,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
14340,483,2015-06-27,"2015-06-26","2015-06-30","Jaggaiahpeta","Penuganchiprolu","Nawabpeta",0
14340,483,2015-06-27,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
15149,483,2015-07-06,"2015-07-03","2015-07-06","Jaggaiahpeta","Penuganchiprolu","Konakanchi",0
15213,483,2015-07-10,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
15416,483,2015-06-12,"2015-06-09","2015-06-20","Jaggaiahpeta","Penuganchiprolu","Gummadiduru",0
15416,483,2015-06-12,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
15437,483,2015-07-06,"2015-07-03","2015-07-06","Jaggaiahpeta","Penuganchiprolu","Konakanchi",0
16576,483,2015-06-04,"2015-05-31","2015-06-04","Jaggaiahpeta","Penuganchiprolu","venkatapuram",0
16617,483,2015-06-15,"2015-06-09","2015-06-20","Jaggaiahpeta","Penuganchiprolu","Gummadiduru",0
16617,483,2015-06-15,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
16723,483,2015-06-22,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
17417,483,2015-06-22,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
17742,483,2015-06-10,"2015-06-09","2015-06-20","Jaggaiahpeta","Penuganchiprolu","Gummadiduru",0
17742,483,2015-06-10,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
18269,483,2015-06-11,"2015-06-09","2015-06-20","Jaggaiahpeta","Penuganchiprolu","Gummadiduru",0
18269,483,2015-06-11,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
18871,483,2015-06-22,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
19039,483,2015-06-19,"2015-06-09","2015-06-20","Jaggaiahpeta","Penuganchiprolu","Gummadiduru",0
19039,483,2015-06-19,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
20249,483,2015-06-15,"2015-06-09","2015-06-20","Jaggaiahpeta","Penuganchiprolu","Gummadiduru",0
20249,483,2015-06-15,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
20567,483,2015-06-04,"2015-05-31","2015-06-04","Jaggaiahpeta","Penuganchiprolu","venkatapuram",0
20826,483,2015-06-15,"2015-06-09","2015-06-20","Jaggaiahpeta","Penuganchiprolu","Gummadiduru",0
20826,483,2015-06-15,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
21464,483,2015-06-21,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
21725,483,2015-06-30,"2015-06-26","2015-06-30","Jaggaiahpeta","Penuganchiprolu","Nawabpeta",0
21975,483,2015-05-28,"2015-05-23","2015-05-29","Jaggaiahpeta","Penuganchiprolu","Subbayamgudam",0
22065,483,2015-07-04,"2015-07-03","2015-07-06","Jaggaiahpeta","Penuganchiprolu","Konakanchi",0
22233,483,2015-07-16,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
22281,483,2015-07-03,"2015-07-03","2015-07-06","Jaggaiahpeta","Penuganchiprolu","Konakanchi",0
22310,483,2015-07-15,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
22542,483,2015-05-28,"2015-05-23","2015-05-29","Jaggaiahpeta","Penuganchiprolu","Subbayamgudam",0
22669,483,2015-06-21,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
23126,483,2015-07-05,"2015-07-03","2015-07-06","Jaggaiahpeta","Penuganchiprolu","Konakanchi",0
23274,483,2015-06-25,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
23280,483,2015-07-10,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
23650,483,2015-06-15,"2015-06-09","2015-06-20","Jaggaiahpeta","Penuganchiprolu","Gummadiduru",0
23650,483,2015-06-15,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
23897,483,2015-06-28,"2015-06-26","2015-06-30","Jaggaiahpeta","Penuganchiprolu","Nawabpeta",0
23897,483,2015-06-28,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
24344,483,2015-06-28,"2015-06-26","2015-06-30","Jaggaiahpeta","Penuganchiprolu","Nawabpeta",0
24344,483,2015-06-28,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
24500,483,2015-06-14,"2015-06-09","2015-06-20","Jaggaiahpeta","Penuganchiprolu","Gummadiduru",0
24500,483,2015-06-14,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
24839,483,2015-07-12,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
25295,483,2015-06-12,"2015-06-09","2015-06-20","Jaggaiahpeta","Penuganchiprolu","Gummadiduru",0
25295,483,2015-06-12,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
25524,483,2015-05-27,"2015-05-23","2015-05-29","Jaggaiahpeta","Penuganchiprolu","Subbayamgudam",0
26228,483,2015-07-03,"2015-07-03","2015-07-06","Jaggaiahpeta","Penuganchiprolu","Konakanchi",0
26825,483,2015-06-27,"2015-06-26","2015-06-30","Jaggaiahpeta","Penuganchiprolu","Nawabpeta",0
26825,483,2015-06-27,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
26977,483,2015-07-04,"2015-07-03","2015-07-06","Jaggaiahpeta","Penuganchiprolu","Konakanchi",0
27611,483,2015-06-28,"2015-06-26","2015-06-30","Jaggaiahpeta","Penuganchiprolu","Nawabpeta",0
27611,483,2015-06-28,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
27766,483,2015-07-12,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
28956,483,2015-06-11,"2015-06-09","2015-06-20","Jaggaiahpeta","Penuganchiprolu","Gummadiduru",0
28956,483,2015-06-11,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
636,484,2015-06-21,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
2239,484,2015-06-09,"2015-06-01","2015-06-11","Jaggaiahpeta","Penuganchiprolu","Sanagapadu",0
2239,484,2015-06-09,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
2846,484,2015-06-10,"2015-06-01","2015-06-11","Jaggaiahpeta","Penuganchiprolu","Sanagapadu",0
2846,484,2015-06-10,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
3177,484,2015-05-28,"2015-05-23","2015-05-30","Jaggaiahpeta","Penuganchiprolu","Totacharla",0
3641,484,2015-06-24,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
4041,484,2015-06-06,"2015-06-01","2015-06-11","Jaggaiahpeta","Penuganchiprolu","Sanagapadu",0
4503,484,2015-06-13,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
6068,484,2015-06-22,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
6291,484,2015-06-05,"2015-06-01","2015-06-11","Jaggaiahpeta","Penuganchiprolu","Sanagapadu",0
6502,484,2015-07-03,"2015-07-03","2015-07-06","Jaggaiahpeta","Penuganchiprolu","Konakanchi",0
9105,484,2015-06-17,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
9584,484,2015-06-22,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
9770,484,2015-06-23,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
9981,484,2015-06-20,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
10239,484,2015-06-23,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
10402,484,2015-06-06,"2015-06-01","2015-06-11","Jaggaiahpeta","Penuganchiprolu","Sanagapadu",0
11757,484,2015-05-25,"2015-05-23","2015-05-30","Jaggaiahpeta","Penuganchiprolu","Totacharla",0
12389,484,2015-06-22,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
12421,484,2015-06-14,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
12742,484,2015-06-20,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
13451,484,2015-07-06,"2015-07-03","2015-07-06","Jaggaiahpeta","Penuganchiprolu","Konakanchi",0
13590,484,2015-06-13,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
13613,484,2015-06-10,"2015-06-01","2015-06-11","Jaggaiahpeta","Penuganchiprolu","Sanagapadu",0
13613,484,2015-06-10,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
14086,484,2015-05-28,"2015-05-23","2015-05-30","Jaggaiahpeta","Penuganchiprolu","Totacharla",0
15130,484,2015-06-19,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
17586,484,2015-06-09,"2015-06-01","2015-06-11","Jaggaiahpeta","Penuganchiprolu","Sanagapadu",0
17586,484,2015-06-09,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
17816,484,2015-06-23,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
18219,484,2015-07-03,"2015-07-03","2015-07-06","Jaggaiahpeta","Penuganchiprolu","Konakanchi",0
19054,484,2015-05-28,"2015-05-23","2015-05-30","Jaggaiahpeta","Penuganchiprolu","Totacharla",0
19248,484,2015-06-15,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
19532,484,2015-07-04,"2015-07-03","2015-07-06","Jaggaiahpeta","Penuganchiprolu","Konakanchi",0
19547,484,2015-06-18,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
19845,484,2015-06-14,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
20384,484,2015-06-22,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
20931,484,2015-06-15,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
20939,484,2015-05-29,"2015-05-23","2015-05-30","Jaggaiahpeta","Penuganchiprolu","Totacharla",0
21372,484,2015-06-04,"2015-06-01","2015-06-11","Jaggaiahpeta","Penuganchiprolu","Sanagapadu",0
22087,484,2015-05-25,"2015-05-23","2015-05-30","Jaggaiahpeta","Penuganchiprolu","Totacharla",0
23126,484,2015-06-24,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
23360,484,2015-05-27,"2015-05-23","2015-05-30","Jaggaiahpeta","Penuganchiprolu","Totacharla",0
24249,484,2015-06-14,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
24318,484,2015-06-09,"2015-06-01","2015-06-11","Jaggaiahpeta","Penuganchiprolu","Sanagapadu",0
24318,484,2015-06-09,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
24764,484,2015-06-06,"2015-06-01","2015-06-11","Jaggaiahpeta","Penuganchiprolu","Sanagapadu",0
24802,484,2015-05-26,"2015-05-23","2015-05-30","Jaggaiahpeta","Penuganchiprolu","Totacharla",0
26160,484,2015-06-13,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
27891,484,2015-06-15,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
27961,484,2015-06-05,"2015-06-01","2015-06-11","Jaggaiahpeta","Penuganchiprolu","Sanagapadu",0
28025,484,2015-06-24,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
28531,484,2015-06-06,"2015-06-01","2015-06-11","Jaggaiahpeta","Penuganchiprolu","Sanagapadu",0
29076,484,2015-05-27,"2015-05-23","2015-05-30","Jaggaiahpeta","Penuganchiprolu","Totacharla",0
29916,484,2015-06-09,"2015-06-01","2015-06-11","Jaggaiahpeta","Penuganchiprolu","Sanagapadu",0
29916,484,2015-06-09,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
29949,484,2015-05-26,"2015-05-23","2015-05-30","Jaggaiahpeta","Penuganchiprolu","Totacharla",0
659,485,2015-06-21,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
2860,485,2015-05-30,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
3192,485,2015-06-23,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
4482,485,2015-06-24,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
5849,485,2015-06-15,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
5905,485,2015-06-22,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
5926,485,2015-06-22,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
6075,485,2015-06-23,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
6751,485,2015-05-26,"2015-05-23","2015-05-29","Jaggaiahpeta","Penuganchiprolu","Venganaikunipalem",0
6958,485,2015-06-25,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
7565,485,2015-05-26,"2015-05-23","2015-05-29","Jaggaiahpeta","Penuganchiprolu","Venganaikunipalem",0
7954,485,2015-06-10,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
8321,485,2015-06-25,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
8322,485,2015-06-23,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
8691,485,2015-05-29,"2015-05-23","2015-05-29","Jaggaiahpeta","Penuganchiprolu","Venganaikunipalem",0
9518,485,2015-05-26,"2015-05-23","2015-05-29","Jaggaiahpeta","Penuganchiprolu","Venganaikunipalem",0
9601,485,2015-06-13,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
9657,485,2015-06-23,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
13787,485,2015-06-02,"2015-05-31","2015-06-06","Jaggaiahpeta","Penuganchiprolu","Muchintala",0
14042,485,2015-06-13,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
15486,485,2015-06-11,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
15937,485,2015-05-30,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
16255,485,2015-06-11,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
16312,485,2015-06-21,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
16375,485,2015-06-12,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
17317,485,2015-06-15,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
17377,485,2015-06-14,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
18991,485,2015-05-27,"2015-05-23","2015-05-29","Jaggaiahpeta","Penuganchiprolu","Venganaikunipalem",0
19554,485,2015-06-14,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
21358,485,2015-06-23,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
23274,485,2015-06-12,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
23921,485,2015-06-09,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
24947,485,2015-06-14,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
25012,485,2015-06-09,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
26022,485,2015-06-23,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
26162,485,2015-05-26,"2015-05-23","2015-05-29","Jaggaiahpeta","Penuganchiprolu","Venganaikunipalem",0
27845,485,2015-05-27,"2015-05-23","2015-05-29","Jaggaiahpeta","Penuganchiprolu","Venganaikunipalem",0
28248,485,2015-06-12,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
28586,485,2015-06-11,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
28763,485,2015-05-30,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
28825,485,2015-06-20,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
836,486,2015-05-29,"2015-05-23","2015-05-31","Jaggaiahpeta","Penuganchiprolu","Lingaguduam",0
2157,486,2015-06-04,"2015-05-31","2015-06-06","Jaggaiahpeta","Penuganchiprolu","Sivapuram",0
2738,486,2015-07-03,"2015-07-03","2015-07-06","Jaggaiahpeta","Penuganchiprolu","Konakanchi",0
3186,486,2015-07-05,"2015-07-03","2015-07-06","Jaggaiahpeta","Penuganchiprolu","Konakanchi",0
3555,486,2015-07-03,"2015-07-03","2015-07-06","Jaggaiahpeta","Penuganchiprolu","Konakanchi",0
4143,486,2015-06-23,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
4637,486,2015-05-27,"2015-05-23","2015-05-31","Jaggaiahpeta","Penuganchiprolu","Lingaguduam",0
5143,486,2015-06-27,"2015-06-26","2015-06-30","Jaggaiahpeta","Penuganchiprolu","Nawabpeta",0
5143,486,2015-06-27,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
5383,486,2015-05-30,"2015-05-23","2015-05-31","Jaggaiahpeta","Penuganchiprolu","Lingaguduam",0
5897,486,2015-06-06,"2015-05-31","2015-06-06","Jaggaiahpeta","Penuganchiprolu","Sivapuram",0
6073,486,2015-05-29,"2015-05-23","2015-05-31","Jaggaiahpeta","Penuganchiprolu","Lingaguduam",0
7413,486,2015-06-28,"2015-06-26","2015-06-30","Jaggaiahpeta","Penuganchiprolu","Nawabpeta",0
7413,486,2015-06-28,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
8727,486,2015-06-06,"2015-05-31","2015-06-06","Jaggaiahpeta","Penuganchiprolu","Sivapuram",0
9678,486,2015-07-03,"2015-07-03","2015-07-06","Jaggaiahpeta","Penuganchiprolu","Konakanchi",0
9741,486,2015-06-29,"2015-06-26","2015-06-30","Jaggaiahpeta","Penuganchiprolu","Nawabpeta",0
9741,486,2015-06-29,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
10315,486,2015-05-27,"2015-05-23","2015-05-31","Jaggaiahpeta","Penuganchiprolu","Lingaguduam",0
11207,486,2015-06-27,"2015-06-26","2015-06-30","Jaggaiahpeta","Penuganchiprolu","Nawabpeta",0
11207,486,2015-06-27,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
13053,486,2015-06-28,"2015-06-26","2015-06-30","Jaggaiahpeta","Penuganchiprolu","Nawabpeta",0
13053,486,2015-06-28,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
14345,486,2015-07-03,"2015-07-03","2015-07-06","Jaggaiahpeta","Penuganchiprolu","Konakanchi",0
17788,486,2015-06-04,"2015-05-31","2015-06-06","Jaggaiahpeta","Penuganchiprolu","Sivapuram",0
19369,486,2015-07-04,"2015-07-03","2015-07-06","Jaggaiahpeta","Penuganchiprolu","Konakanchi",0
20255,486,2015-05-29,"2015-05-23","2015-05-31","Jaggaiahpeta","Penuganchiprolu","Lingaguduam",0
20467,486,2015-06-02,"2015-05-31","2015-06-06","Jaggaiahpeta","Penuganchiprolu","Sivapuram",0
22196,486,2015-06-15,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
22476,486,2015-06-30,"2015-06-26","2015-06-30","Jaggaiahpeta","Penuganchiprolu","Nawabpeta",0
22610,486,2015-06-29,"2015-06-26","2015-06-30","Jaggaiahpeta","Penuganchiprolu","Nawabpeta",0
22610,486,2015-06-29,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
23251,486,2015-06-29,"2015-06-26","2015-06-30","Jaggaiahpeta","Penuganchiprolu","Nawabpeta",0
23251,486,2015-06-29,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
23832,486,2015-06-23,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
24886,486,2015-06-06,"2015-05-31","2015-06-06","Jaggaiahpeta","Penuganchiprolu","Sivapuram",0
25863,486,2015-05-30,"2015-05-23","2015-05-31","Jaggaiahpeta","Penuganchiprolu","Lingaguduam",0
27431,486,2015-06-30,"2015-06-26","2015-06-30","Jaggaiahpeta","Penuganchiprolu","Nawabpeta",0
27588,486,2015-06-15,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
27973,486,2015-07-05,"2015-07-03","2015-07-06","Jaggaiahpeta","Penuganchiprolu","Konakanchi",0
28018,486,2015-07-04,"2015-07-03","2015-07-06","Jaggaiahpeta","Penuganchiprolu","Konakanchi",0
29164,486,2015-06-23,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
29314,486,2015-05-29,"2015-05-23","2015-05-31","Jaggaiahpeta","Penuganchiprolu","Lingaguduam",0
206,487,2015-06-13,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
207,487,2015-06-15,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
302,487,2015-07-15,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
1419,487,2015-06-13,"2015-06-09","2015-06-29","Jaggaiahpeta","Penuganchiprolu","Penuganchiprolu",0
